LOG_ID,BDD,USUARIO,IP,PID,FECHA_1,HORA_1,FECHA_Y_HORA,COMANDO,DURACION,RESULTADO,VALOR_HORA,VALOR_DURACION,outlier
6518,[desconocido],[desconocido],,124704,2020-11-10,10:39:45.082,2020-11-10 10:39:45,,0.0,OK,0.003216356834534362,0.0,0
6519,quipux,quipux,localhost(34072),124704,2020-11-10,10:39:45.082,2020-11-10 10:39:45,authentication,0.0,OK,0.003216356834534362,0.0,0
6520,quipux,quipux,localhost(34072),124704,2020-11-10,10:39:45.084,2020-11-10 10:39:45,SET,0.122,OK,0.003216405648200027,0.012475713263114838,0
6521,quipux,quipux,localhost(34072),124704,2020-11-10,10:39:45.087,2020-11-10 10:39:45,SELECT,1.664,OK,0.003216478868698358,0.17016054811330403,0
6522,quipux,quipux,localhost(34072),124704,2020-11-10,10:39:45.090,2020-11-10 10:39:45,SELECT,2.494,OK,0.0032165520891969113,0.2550363022803968,0
6523,quipux,quipux,localhost(34072),124704,2020-11-10,10:39:45.093,2020-11-10 10:39:45,INSERT,0.916,OK,0.0032166253096952424,0.09367010941814093,0
6524,quipux,quipux,localhost(34072),124704,2020-11-10,10:39:45.095,2020-11-10 10:39:45,idle,0.0,OK,0.0032166741233609075,0.0,0
6525,[desconocido],[desconocido],,124705,2020-11-10,10:39:45.142,2020-11-10 10:39:45,,0.0,OK,0.003217821244502872,0.0,0
6526,quipux,quipux,localhost(34074),124705,2020-11-10,10:39:45.142,2020-11-10 10:39:45,authentication,0.0,OK,0.003217821244502872,0.0,0
6527,quipux,quipux,localhost(34074),124705,2020-11-10,10:39:45.144,2020-11-10 10:39:45,SET,0.12,OK,0.003217870058168537,0.012271193373555579,0
6528,quipux,quipux,localhost(34074),124705,2020-11-10,10:39:45.147,2020-11-10 10:39:45,SELECT,1.269,OK,0.0032179432786670903,0.12976786992535025,0
6529,quipux,quipux,localhost(34074),124705,2020-11-10,10:39:45.149,2020-11-10 10:39:45,SELECT,2.704,OK,0.0032179920923327554,0.27651089068411905,0
6530,quipux,quipux,localhost(34074),124705,2020-11-10,10:39:45.153,2020-11-10 10:39:45,INSERT,1.061,OK,0.0032180897196639746,0.10849780141118724,0
6531,quipux,quipux,localhost(34074),124705,2020-11-10,10:39:45.155,2020-11-10 10:39:45,idle,0.0,OK,0.0032181385333294177,0.0,0
6532,[desconocido],[desconocido],,124706,2020-11-10,10:39:45.184,2020-11-10 10:39:45,,0.0,OK,0.0032188463314809512,0.0,0
6533,quipux,quipux,localhost(34076),124706,2020-11-10,10:39:45.184,2020-11-10 10:39:45,authentication,0.0,OK,0.0032188463314809512,0.0,0
6534,quipux,quipux,localhost(34076),124706,2020-11-10,10:39:45.188,2020-11-10 10:39:45,SET,0.266,OK,0.0032189439588121704,0.027201145311381535,0
6535,quipux,quipux,localhost(34076),124706,2020-11-10,10:39:45.193,2020-11-10 10:39:45,SELECT,1.473,OK,0.0032190659929761667,0.15062889866039475,0
6536,quipux,quipux,localhost(34076),124706,2020-11-10,10:39:45.195,2020-11-10 10:39:45,SELECT,2.345,OK,0.003219114806641832,0.23979957050823195,0
6537,quipux,quipux,localhost(34076),124706,2020-11-10,10:39:45.199,2020-11-10 10:39:45,INSERT,1.152,OK,0.003219212433973051,0.11780345638613354,0
6538,quipux,quipux,localhost(34076),124706,2020-11-10,10:39:45.201,2020-11-10 10:39:45,idle,0.0,OK,0.003219261247638716,0.0,0
6539,[desconocido],[desconocido],,124707,2020-11-10,10:39:45.230,2020-11-10 10:39:45,,0.0,OK,0.0032199690457902497,0.0,0
6540,quipux,quipux,localhost(34078),124707,2020-11-10,10:39:45.231,2020-11-10 10:39:45,authentication,0.0,OK,0.0032199934526230267,0.0,0
6541,quipux,quipux,localhost(34078),124707,2020-11-10,10:39:45.232,2020-11-10 10:39:45,SET,0.142,OK,0.003220017859455915,0.014520912158707433,0
6542,quipux,quipux,localhost(34078),124707,2020-11-10,10:39:45.235,2020-11-10 10:39:45,SELECT,1.319,OK,0.003220091079954246,0.13488086716433173,0
6543,quipux,quipux,localhost(34078),124707,2020-11-10,10:39:45.237,2020-11-10 10:39:45,SELECT,2.309,OK,0.003220139893619911,0.23611821249616527,0
6544,quipux,quipux,localhost(34078),124707,2020-11-10,10:39:45.241,2020-11-10 10:39:45,INSERT,1.083,OK,0.0032202375209511303,0.1107475201963391,0
6545,quipux,quipux,localhost(34078),124707,2020-11-10,10:39:45.243,2020-11-10 10:39:45,idle,0.0,OK,0.0032202863346167954,0.0,0
6546,[desconocido],[desconocido],,124708,2020-11-10,10:39:45.278,2020-11-10 10:39:45,,0.0,OK,0.0032211405737652132,0.0,0
6547,quipux,quipux,localhost(34080),124708,2020-11-10,10:39:45.278,2020-11-10 10:39:45,authentication,0.0,OK,0.0032211405737652132,0.0,0
6548,quipux,quipux,localhost(34080),124708,2020-11-10,10:39:45.280,2020-11-10 10:39:45,SET,0.133,OK,0.0032211893874306563,0.013600572655690767,0
6549,quipux,quipux,localhost(34080),124708,2020-11-10,10:39:45.283,2020-11-10 10:39:45,SELECT,1.366,OK,0.0032212626079292095,0.13968708456897436,0
6550,quipux,quipux,localhost(34080),124708,2020-11-10,10:39:45.285,2020-11-10 10:39:45,SELECT,2.365,OK,0.0032213114215948746,0.24184476940382454,0
6551,quipux,quipux,localhost(34080),124708,2020-11-10,10:39:45.290,2020-11-10 10:39:45,INSERT,1.048,OK,0.003221433455758871,0.10716842212905206,0
6552,quipux,quipux,localhost(34080),124708,2020-11-10,10:39:45.292,2020-11-10 10:39:45,idle,0.0,OK,0.003221482269424425,0.0,0
6553,[desconocido],[desconocido],,124709,2020-11-10,10:39:45.323,2020-11-10 10:39:45,,0.0,OK,0.0032222388812416236,0.0,0
6554,quipux,quipux,localhost(34082),124709,2020-11-10,10:39:45.323,2020-11-10 10:39:45,authentication,0.0,OK,0.0032222388812416236,0.0,0
6555,quipux,quipux,localhost(34082),124709,2020-11-10,10:39:45.325,2020-11-10 10:39:45,SET,0.123,OK,0.0032222876949072887,0.012577973207894468,0
6556,quipux,quipux,localhost(34082),124709,2020-11-10,10:39:45.327,2020-11-10 10:39:45,SELECT,1.316,OK,0.003222336508572843,0.13457408732999285,0
6557,quipux,quipux,localhost(34082),124709,2020-11-10,10:39:45.330,2020-11-10 10:39:45,SELECT,2.302,OK,0.003222409729071285,0.23540239288270787,0
6558,quipux,quipux,localhost(34082),124709,2020-11-10,10:39:45.334,2020-11-10 10:39:45,INSERT,1.18,OK,0.003222507356402504,0.12066673483996318,0
6559,quipux,quipux,localhost(34082),124709,2020-11-10,10:39:45.336,2020-11-10 10:39:45,idle,0.0,OK,0.0032225561700681693,0.0,0
6560,[desconocido],[desconocido],,124710,2020-11-10,10:39:45.364,2020-11-10 10:39:45,,0.0,OK,0.0032232395613868148,0.0,0
6561,quipux,quipux,localhost(34084),124710,2020-11-10,10:39:45.364,2020-11-10 10:39:45,authentication,0.0,OK,0.0032232395613868148,0.0,0
6562,quipux,quipux,localhost(34084),124710,2020-11-10,10:39:45.366,2020-11-10 10:39:45,SET,0.124,OK,0.003223288375052369,0.012680233152674098,0
6563,quipux,quipux,localhost(34084),124710,2020-11-10,10:39:45.369,2020-11-10 10:39:45,SELECT,1.32,OK,0.003223361595550811,0.13498312710911137,0
6564,quipux,quipux,localhost(34084),124710,2020-11-10,10:39:45.372,2020-11-10 10:39:45,SELECT,3.282,OK,0.003223434816049253,0.3356171387667451,0
6565,quipux,quipux,localhost(34084),124710,2020-11-10,10:39:45.376,2020-11-10 10:39:45,INSERT,1.158,OK,0.0032235324433805834,0.11841701605481132,0
6566,quipux,quipux,localhost(34084),124710,2020-11-10,10:39:45.379,2020-11-10 10:39:45,idle,0.0,OK,0.0032236056638789146,0.0,0
6567,[desconocido],[desconocido],,124711,2020-11-10,10:39:45.425,2020-11-10 10:39:45,,0.0,OK,0.003224728378188213,0.0,0
6568,quipux,quipux,localhost(34086),124711,2020-11-10,10:39:45.425,2020-11-10 10:39:45,authentication,0.0,OK,0.003224728378188213,0.0,0
6569,quipux,quipux,localhost(34086),124711,2020-11-10,10:39:45.427,2020-11-10 10:39:45,SET,0.123,OK,0.003224777191853878,0.012577973207894468,0
6570,quipux,quipux,localhost(34086),124711,2020-11-10,10:39:45.429,2020-11-10 10:39:45,SELECT,1.345,OK,0.003224826005519432,0.13753962572860212,0
6571,quipux,quipux,localhost(34086),124711,2020-11-10,10:39:45.432,2020-11-10 10:39:45,SELECT,2.318,OK,0.0032248992260178744,0.23703855199918195,0
6572,quipux,quipux,localhost(34086),124711,2020-11-10,10:39:45.435,2020-11-10 10:39:45,INSERT,1.113,OK,0.0032249724465163165,0.113815318539728,0
6573,quipux,quipux,localhost(34086),124711,2020-11-10,10:39:45.437,2020-11-10 10:39:45,idle,0.0,OK,0.0032250212601819817,0.0,0
6574,[desconocido],[desconocido],,124712,2020-11-10,10:39:45.469,2020-11-10 10:39:45,,0.0,OK,0.0032258022788318463,0.0,0
6575,quipux,quipux,localhost(34088),124712,2020-11-10,10:39:45.470,2020-11-10 10:39:45,authentication,0.0,OK,0.0032258266856646234,0.0,0
6576,quipux,quipux,localhost(34088),124712,2020-11-10,10:39:45.472,2020-11-10 10:39:45,SET,0.123,OK,0.0032258754993302885,0.012577973207894468,0
6577,quipux,quipux,localhost(34088),124712,2020-11-10,10:39:45.474,2020-11-10 10:39:45,SELECT,1.393,OK,0.0032259243129958426,0.14244810307802436,0
6578,quipux,quipux,localhost(34088),124712,2020-11-10,10:39:45.477,2020-11-10 10:39:45,SELECT,2.666,OK,0.0032259975334942848,0.2726250127824931,0
6579,quipux,quipux,localhost(34088),124712,2020-11-10,10:39:45.481,2020-11-10 10:39:45,INSERT,1.646,OK,0.003226095160825504,0.16831986910727068,0
6580,quipux,quipux,localhost(34088),124712,2020-11-10,10:39:45.483,2020-11-10 10:39:45,idle,0.0,OK,0.003226143974491169,0.0,0
6581,[desconocido],[desconocido],,124713,2020-11-10,10:39:45.506,2020-11-10 10:39:45,,0.0,OK,0.0032267053316458183,0.0,0
6582,quipux,quipux,localhost(34090),124713,2020-11-10,10:39:45.507,2020-11-10 10:39:45,authentication,0.0,OK,0.0032267297384787064,0.0,0
6583,quipux,quipux,localhost(34090),124713,2020-11-10,10:39:45.508,2020-11-10 10:39:45,SET,0.135,OK,0.0032267541453113724,0.013805092545250027,0
6584,quipux,quipux,localhost(34090),124713,2020-11-10,10:39:45.511,2020-11-10 10:39:45,SELECT,1.326,OK,0.0032268273658099256,0.13559668677778916,0
6585,quipux,quipux,localhost(34090),124713,2020-11-10,10:39:45.513,2020-11-10 10:39:45,SELECT,2.306,OK,0.0032268761794753686,0.2358114326618264,0
6586,quipux,quipux,localhost(34090),124713,2020-11-10,10:39:45.518,2020-11-10 10:39:45,INSERT,1.235,OK,0.003226998213639587,0.12629103180284285,0
6587,quipux,quipux,localhost(34090),124713,2020-11-10,10:39:45.520,2020-11-10 10:39:45,idle,0.0,OK,0.003227047027305252,0.0,0
6588,[desconocido],[desconocido],,124714,2020-11-10,10:39:45.544,2020-11-10 10:39:45,,0.0,OK,0.0032276327912925673,0.0,0
6589,quipux,quipux,localhost(34092),124714,2020-11-10,10:39:45.545,2020-11-10 10:39:45,authentication,0.0,OK,0.0032276571981254554,0.0,0
6590,quipux,quipux,localhost(34092),124714,2020-11-10,10:39:45.549,2020-11-10 10:39:45,SET,0.248,OK,0.0032277548254565636,0.025360466305348196,0
6591,quipux,quipux,localhost(34092),124714,2020-11-10,10:39:45.555,2020-11-10 10:39:45,SELECT,2.701,OK,0.003227901266453448,0.27620411084978014,0
6592,quipux,quipux,localhost(34092),124714,2020-11-10,10:39:45.560,2020-11-10 10:39:45,SELECT,4.528,OK,0.003228023300617666,0.4630330299621638,0
6593,quipux,quipux,localhost(34092),124714,2020-11-10,10:39:45.564,2020-11-10 10:39:45,INSERT,1.179,OK,0.0032281209279488854,0.12056447489518357,0
6594,quipux,quipux,localhost(34092),124714,2020-11-10,10:39:45.565,2020-11-10 10:39:45,idle,0.0,OK,0.0032281453347815514,0.0,0
6595,[desconocido],[desconocido],,124715,2020-11-10,10:39:45.589,2020-11-10 10:39:45,,0.0,OK,0.0032287310987689777,0.0,0
6596,quipux,quipux,localhost(34094),124715,2020-11-10,10:39:45.590,2020-11-10 10:39:45,authentication,0.0,OK,0.0032287555056018657,0.0,0
6597,quipux,quipux,localhost(34094),124715,2020-11-10,10:39:45.591,2020-11-10 10:39:45,SET,0.149,OK,0.003228779912434643,0.015236731772164842,0
6598,quipux,quipux,localhost(34094),124715,2020-11-10,10:39:45.595,2020-11-10 10:39:45,SELECT,1.455,OK,0.003228877539765862,0.1487882196543614,0
6599,quipux,quipux,localhost(34094),124715,2020-11-10,10:39:45.597,2020-11-10 10:39:45,SELECT,2.496,OK,0.003228926353431527,0.255240822169956,0
6600,quipux,quipux,localhost(34094),124715,2020-11-10,10:39:45.601,2020-11-10 10:39:45,INSERT,1.161,OK,0.0032290239807627463,0.11872379588915023,0
6601,quipux,quipux,localhost(34094),124715,2020-11-10,10:39:45.603,2020-11-10 10:39:45,idle,0.0,OK,0.0032290727944284114,0.0,0
6602,[desconocido],[desconocido],,124716,2020-11-10,10:39:45.633,2020-11-10 10:39:45,,0.0,OK,0.003229804999412722,0.0,0
6603,quipux,quipux,localhost(34096),124716,2020-11-10,10:39:45.633,2020-11-10 10:39:45,authentication,0.0,OK,0.003229804999412722,0.0,0
6604,quipux,quipux,localhost(34096),124716,2020-11-10,10:39:45.635,2020-11-10 10:39:45,SET,0.119,OK,0.003229853813078276,0.012168933428775949,0
6605,quipux,quipux,localhost(34096),124716,2020-11-10,10:39:45.638,2020-11-10 10:39:45,SELECT,1.389,OK,0.0032299270335766073,0.14203906329890584,0
6606,quipux,quipux,localhost(34096),124716,2020-11-10,10:39:45.641,2020-11-10 10:39:45,SELECT,2.86,OK,0.0032300002540751604,0.2924634420697413,0
6607,quipux,quipux,localhost(34096),124716,2020-11-10,10:39:45.646,2020-11-10 10:39:45,INSERT,1.342,OK,0.0032301222882391567,0.13723284589426324,0
6608,quipux,quipux,localhost(34096),124716,2020-11-10,10:39:45.648,2020-11-10 10:39:45,idle,0.0,OK,0.003230171101904822,0.0,0
6609,[desconocido],[desconocido],,124717,2020-11-10,10:39:45.681,2020-11-10 10:39:45,,0.0,OK,0.0032309765273875746,0.0,0
6610,quipux,quipux,localhost(34098),124717,2020-11-10,10:39:45.681,2020-11-10 10:39:45,authentication,0.0,OK,0.0032309765273875746,0.0,0
6611,quipux,quipux,localhost(34098),124717,2020-11-10,10:39:45.683,2020-11-10 10:39:45,SET,0.135,OK,0.0032310253410532397,0.013805092545250027,0
6612,quipux,quipux,localhost(34098),124717,2020-11-10,10:39:45.686,2020-11-10 10:39:45,SELECT,1.679,OK,0.003231098561551571,0.17169444728499847,0
6613,quipux,quipux,localhost(34098),124717,2020-11-10,10:39:45.689,2020-11-10 10:39:45,SELECT,2.493,OK,0.003231171782050124,0.2549340423356171,0
6614,quipux,quipux,localhost(34098),124717,2020-11-10,10:39:45.693,2020-11-10 10:39:45,INSERT,1.158,OK,0.003231269409381232,0.11841701605481132,0
6615,quipux,quipux,localhost(34098),124717,2020-11-10,10:39:45.695,2020-11-10 10:39:45,idle,0.0,OK,0.0032313182230467863,0.0,0
6616,[desconocido],[desconocido],,124718,2020-11-10,10:39:45.721,2020-11-10 10:39:45,,0.0,OK,0.0032319528006999887,0.0,0
6617,quipux,quipux,localhost(34100),124718,2020-11-10,10:39:45.721,2020-11-10 10:39:45,authentication,0.0,OK,0.0032319528006999887,0.0,0
6618,quipux,quipux,localhost(34100),124718,2020-11-10,10:39:45.723,2020-11-10 10:39:45,SET,0.119,OK,0.003232001614365654,0.012168933428775949,0
6619,quipux,quipux,localhost(34100),124718,2020-11-10,10:39:45.726,2020-11-10 10:39:45,SELECT,1.355,OK,0.003232074834863985,0.1385622251763984,0
6620,quipux,quipux,localhost(34100),124718,2020-11-10,10:39:45.728,2020-11-10 10:39:45,SELECT,2.251,OK,0.00323212364852965,0.23018713569894672,0
6621,quipux,quipux,localhost(34100),124718,2020-11-10,10:39:45.738,2020-11-10 10:39:45,INSERT,6.448,OK,0.0032323677168577536,0.6593721239390532,1
6622,quipux,quipux,localhost(34100),124718,2020-11-10,10:39:45.740,2020-11-10 10:39:45,idle,0.0,OK,0.0032324165305234187,0.0,0
6623,[desconocido],[desconocido],,124719,2020-11-10,10:39:45.775,2020-11-10 10:39:45,,0.0,OK,0.0032332707696717256,0.0,0
6624,quipux,quipux,localhost(34102),124719,2020-11-10,10:39:45.776,2020-11-10 10:39:45,authentication,0.0,OK,0.0032332951765046136,0.0,0
6625,quipux,quipux,localhost(34102),124719,2020-11-10,10:39:45.778,2020-11-10 10:39:45,SET,0.242,OK,0.0032333439901701677,0.024746906636670417,0
6626,quipux,quipux,localhost(34102),124719,2020-11-10,10:39:45.784,2020-11-10 10:39:45,SELECT,2.564,OK,0.003233490431166941,0.2621944984149709,0
6627,quipux,quipux,localhost(34102),124719,2020-11-10,10:39:45.788,2020-11-10 10:39:45,SELECT,4.101,OK,0.0032335880584981602,0.4193680335412619,0
6628,quipux,quipux,localhost(34102),124719,2020-11-10,10:39:45.794,2020-11-10 10:39:45,INSERT,2.117,OK,0.0032337344994950445,0.21648430309847633,0
6629,quipux,quipux,localhost(34102),124719,2020-11-10,10:39:45.796,2020-11-10 10:39:45,idle,0.0,OK,0.0032337833131607097,0.0,0
6630,[desconocido],[desconocido],,124720,2020-11-10,10:39:45.825,2020-11-10 10:39:45,,0.0,OK,0.003234491111312243,0.0,0
6631,quipux,quipux,localhost(34106),124720,2020-11-10,10:39:45.825,2020-11-10 10:39:45,authentication,0.0,OK,0.003234491111312243,0.0,0
6632,quipux,quipux,localhost(34106),124720,2020-11-10,10:39:45.827,2020-11-10 10:39:45,SET,0.118,OK,0.0032345399249779083,0.012066673483996319,0
6633,quipux,quipux,localhost(34106),124720,2020-11-10,10:39:45.830,2020-11-10 10:39:45,SELECT,1.564,OK,0.0032346131454762395,0.15993455363534106,0
6634,quipux,quipux,localhost(34106),124720,2020-11-10,10:39:45.833,2020-11-10 10:39:45,SELECT,2.288,OK,0.0032346863659747926,0.233970753655793,0
6635,quipux,quipux,localhost(34106),124720,2020-11-10,10:39:45.836,2020-11-10 10:39:45,INSERT,1.11,OK,0.0032347595864731238,0.11350853870538911,0
6636,quipux,quipux,localhost(34106),124720,2020-11-10,10:39:45.839,2020-11-10 10:39:45,idle,0.0,OK,0.003234832806971455,0.0,0
6637,[desconocido],[desconocido],,124721,2020-11-10,10:39:45.864,2020-11-10 10:39:45,,0.0,OK,0.0032354429777917693,0.0,0
6638,quipux,quipux,localhost(34110),124721,2020-11-10,10:39:45.865,2020-11-10 10:39:45,authentication,0.0,OK,0.0032354673846246573,0.0,0
6639,quipux,quipux,localhost(34110),124721,2020-11-10,10:39:45.867,2020-11-10 10:39:45,SET,0.115,OK,0.0032355161982903224,0.01175989364965743,0
6640,quipux,quipux,localhost(34110),124721,2020-11-10,10:39:45.870,2020-11-10 10:39:45,SELECT,1.283,OK,0.0032355894187886536,0.13119950915226505,0
6641,quipux,quipux,localhost(34110),124721,2020-11-10,10:39:45.872,2020-11-10 10:39:45,SELECT,2.592,OK,0.0032356382324543187,0.2650577768688005,0
6642,quipux,quipux,localhost(34110),124721,2020-11-10,10:39:45.876,2020-11-10 10:39:45,INSERT,1.177,OK,0.003235735859785538,0.12035995500562431,0
6643,quipux,quipux,localhost(34110),124721,2020-11-10,10:39:45.878,2020-11-10 10:39:45,idle,0.0,OK,0.003235784673451203,0.0,0
6644,[desconocido],[desconocido],,124724,2020-11-10,10:39:45.906,2020-11-10 10:39:45,,0.0,OK,0.0032364680647698485,0.0,0
6645,quipux,quipux,localhost(34112),124724,2020-11-10,10:39:45.906,2020-11-10 10:39:45,authentication,0.0,OK,0.0032364680647698485,0.0,0
6646,quipux,quipux,localhost(34112),124724,2020-11-10,10:39:45.908,2020-11-10 10:39:45,SET,0.125,OK,0.0032365168784354026,0.012782493097453728,0
6647,quipux,quipux,localhost(34112),124724,2020-11-10,10:39:45.911,2020-11-10 10:39:45,SELECT,1.295,OK,0.0032365900989338448,0.1324266284896206,0
6648,quipux,quipux,localhost(34112),124724,2020-11-10,10:39:45.913,2020-11-10 10:39:45,SELECT,2.348,OK,0.003236638912599399,0.2401063503425708,0
6649,quipux,quipux,localhost(34112),124724,2020-11-10,10:39:45.917,2020-11-10 10:39:45,INSERT,1.149,OK,0.003236736539930729,0.11749667655179467,0
6650,quipux,quipux,localhost(34112),124724,2020-11-10,10:39:45.918,2020-11-10 10:39:45,idle,0.0,OK,0.003236760946763617,0.0,0
6651,[desconocido],[desconocido],,124725,2020-11-10,10:39:45.945,2020-11-10 10:39:45,,0.0,OK,0.0032374199312493745,0.0,0
6652,quipux,quipux,localhost(34114),124725,2020-11-10,10:39:45.945,2020-11-10 10:39:45,authentication,0.0,OK,0.0032374199312493745,0.0,0
6653,quipux,quipux,localhost(34114),124725,2020-11-10,10:39:45.947,2020-11-10 10:39:45,SET,0.123,OK,0.0032374687449149286,0.012577973207894468,0
6654,quipux,quipux,localhost(34114),124725,2020-11-10,10:39:45.950,2020-11-10 10:39:45,SELECT,1.292,OK,0.003237541965413482,0.13211984865528173,0
6655,quipux,quipux,localhost(34114),124725,2020-11-10,10:39:45.952,2020-11-10 10:39:45,SELECT,2.319,OK,0.003237590779079147,0.23714081194396155,0
6656,quipux,quipux,localhost(34114),124725,2020-11-10,10:39:45.956,2020-11-10 10:39:45,INSERT,1.21,OK,0.003237688406410366,0.12373453318335208,0
6657,quipux,quipux,localhost(34114),124725,2020-11-10,10:39:45.958,2020-11-10 10:39:45,idle,0.0,OK,0.0032377372200760313,0.0,0
6658,[desconocido],[desconocido],,124726,2020-11-10,10:39:45.989,2020-11-10 10:39:45,,0.0,OK,0.003238493831893008,0.0,0
6659,quipux,quipux,localhost(34116),124726,2020-11-10,10:39:45.989,2020-11-10 10:39:45,authentication,0.0,OK,0.003238493831893008,0.0,0
6660,quipux,quipux,localhost(34116),124726,2020-11-10,10:39:45.994,2020-11-10 10:39:45,SET,0.267,OK,0.003238615866057004,0.027303405256161165,0
6661,quipux,quipux,localhost(34116),124726,2020-11-10,10:39:45.999,2020-11-10 10:39:45,SELECT,1.365,OK,0.0032387379002212224,0.13958482462419472,0
6662,quipux,quipux,localhost(34116),124726,2020-11-10,10:39:46.001,2020-11-10 10:39:45,SELECT,2.385,OK,0.0032387867138867765,0.24388996829941711,0
6663,quipux,quipux,localhost(34116),124726,2020-11-10,10:39:46.005,2020-11-10 10:39:45,INSERT,1.013,OK,0.0032388843412181068,0.103589324061765,0
6664,quipux,quipux,localhost(34116),124726,2020-11-10,10:39:46.007,2020-11-10 10:39:45,idle,0.0,OK,0.003238933154883661,0.0,0
6665,[desconocido],[desconocido],,124727,2020-11-10,10:39:46.038,2020-11-10 10:39:46,,0.0,OK,0.0032396897667006375,0.0,0
6666,quipux,quipux,localhost(34118),124727,2020-11-10,10:39:46.039,2020-11-10 10:39:46,authentication,0.0,OK,0.0032397141735336366,0.0,0
6667,quipux,quipux,localhost(34118),124727,2020-11-10,10:39:46.043,2020-11-10 10:39:46,SET,0.298,OK,0.0032398118008648558,0.030473463544329685,0
6668,quipux,quipux,localhost(34118),124727,2020-11-10,10:39:46.047,2020-11-10 10:39:46,SELECT,1.389,OK,0.003239909428196075,0.14203906329890584,0
6669,quipux,quipux,localhost(34118),124727,2020-11-10,10:39:46.050,2020-11-10 10:39:46,SELECT,2.525,OK,0.003239982648694517,0.2582063605685653,0
6670,quipux,quipux,localhost(34118),124727,2020-11-10,10:39:46.055,2020-11-10 10:39:46,INSERT,1.033,OK,0.0032401046828584024,0.1056345229573576,0
6671,quipux,quipux,localhost(34118),124727,2020-11-10,10:39:46.057,2020-11-10 10:39:46,idle,0.0,OK,0.0032401534965240675,0.0,0
6672,[desconocido],[desconocido],,124728,2020-11-10,10:39:46.082,2020-11-10 10:39:46,,0.0,OK,0.003240763667344382,0.0,0
6673,quipux,quipux,localhost(34120),124728,2020-11-10,10:39:46.084,2020-11-10 10:39:46,authentication,0.0,OK,0.003240812481010047,0.0,0
6674,quipux,quipux,localhost(34120),124728,2020-11-10,10:39:46.087,2020-11-10 10:39:46,SET,0.3,OK,0.003240885701508378,0.030677983433888945,0
6675,quipux,quipux,localhost(34120),124728,2020-11-10,10:39:46.092,2020-11-10 10:39:46,SELECT,1.307,OK,0.0032410077356724853,0.13365374782697617,0
6676,quipux,quipux,localhost(34120),124728,2020-11-10,10:39:46.094,2020-11-10 10:39:46,SELECT,2.253,OK,0.0032410565493381505,0.230391655588506,0
6677,quipux,quipux,localhost(34120),124728,2020-11-10,10:39:46.098,2020-11-10 10:39:46,INSERT,1.141,OK,0.0032411541766693697,0.11667859699355763,0
6678,quipux,quipux,localhost(34120),124728,2020-11-10,10:39:46.100,2020-11-10 10:39:46,idle,0.0,OK,0.003241202990335035,0.0,0
6679,[desconocido],[desconocido],,124729,2020-11-10,10:39:46.132,2020-11-10 10:39:46,,0.0,OK,0.0032419840089848995,0.0,0
6680,quipux,quipux,localhost(34122),124729,2020-11-10,10:39:46.132,2020-11-10 10:39:46,authentication,0.0,OK,0.0032419840089848995,0.0,0
6681,quipux,quipux,localhost(34122),124729,2020-11-10,10:39:46.134,2020-11-10 10:39:46,SET,0.124,OK,0.0032420328226505646,0.012680233152674098,0
6682,quipux,quipux,localhost(34122),124729,2020-11-10,10:39:46.137,2020-11-10 10:39:46,SELECT,1.273,OK,0.0032421060431488957,0.13017690970446877,0
6683,quipux,quipux,localhost(34122),124729,2020-11-10,10:39:46.140,2020-11-10 10:39:46,SELECT,2.399,OK,0.003242179263647227,0.24532160752633195,0
6684,quipux,quipux,localhost(34122),124729,2020-11-10,10:39:46.143,2020-11-10 10:39:46,INSERT,1.045,OK,0.00324225248414578,0.10686164229471316,0
6685,quipux,quipux,localhost(34122),124729,2020-11-10,10:39:46.146,2020-11-10 10:39:46,idle,0.0,OK,0.003242325704644222,0.0,0
6686,[desconocido],[desconocido],,124730,2020-11-10,10:39:46.174,2020-11-10 10:39:46,,0.0,OK,0.0032430090959628677,0.0,0
6687,quipux,quipux,localhost(34124),124730,2020-11-10,10:39:46.174,2020-11-10 10:39:46,authentication,0.0,OK,0.0032430090959628677,0.0,0
6688,quipux,quipux,localhost(34124),124730,2020-11-10,10:39:46.176,2020-11-10 10:39:46,SET,0.126,OK,0.0032430579096284218,0.012884753042233358,0
6689,quipux,quipux,localhost(34124),124730,2020-11-10,10:39:46.179,2020-11-10 10:39:46,SELECT,1.304,OK,0.003243131130126975,0.1333469679926373,0
6690,quipux,quipux,localhost(34124),124730,2020-11-10,10:39:46.182,2020-11-10 10:39:46,SELECT,2.382,OK,0.003243204350625306,0.24358318846507826,0
6691,quipux,quipux,localhost(34124),124730,2020-11-10,10:39:46.185,2020-11-10 10:39:46,INSERT,1.186,OK,0.0032432775711238593,0.12128029450864096,0
6692,quipux,quipux,localhost(34124),124730,2020-11-10,10:39:46.187,2020-11-10 10:39:46,idle,0.0,OK,0.0032433263847895244,0.0,0
6693,[desconocido],[desconocido],,124731,2020-11-10,10:39:46.218,2020-11-10 10:39:46,,0.0,OK,0.003244082996606501,0.0,0
6694,quipux,quipux,localhost(34126),124731,2020-11-10,10:39:46.218,2020-11-10 10:39:46,authentication,0.0,OK,0.003244082996606501,0.0,0
6695,quipux,quipux,localhost(34126),124731,2020-11-10,10:39:46.220,2020-11-10 10:39:46,SET,0.122,OK,0.003244131810272166,0.012475713263114838,0
